"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","GDPHRWKD","TOT","USD","A","1994",62.381148,
"NOR","GDPHRWKD","TOT","USD","A","1995",64.37503,
"NOR","GDPHRWKD","TOT","USD","A","1996",66.515168,
"NOR","GDPHRWKD","TOT","USD","A","1997",68.262985,
"NOR","GDPHRWKD","TOT","USD","A","1998",68.330164,
"NOR","GDPHRWKD","TOT","USD","A","1999",69.111485,
"NOR","GDPHRWKD","TOT","USD","A","2000",71.791099,
"NOR","GDPHRWKD","TOT","USD","A","2001",74.344268,
"NOR","GDPHRWKD","TOT","USD","A","2002",75.891574,
"NOR","GDPHRWKD","TOT","USD","A","2003",78.17199,
"NOR","GDPHRWKD","TOT","USD","A","2004",79.645933,
"NOR","GDPHRWKD","TOT","USD","A","2005",80.471824,
"NOR","GDPHRWKD","TOT","USD","A","2006",79.833873,
"NOR","GDPHRWKD","TOT","USD","A","2007",78.440766,
"NOR","GDPHRWKD","TOT","USD","A","2008",76.117334,
"NOR","GDPHRWKD","TOT","USD","A","2009",76.330445,
"NOR","GDPHRWKD","TOT","USD","A","2010",76.754419,
"NOR","GDPHRWKD","TOT","USD","A","2011",76.161011,
"NOR","GDPHRWKD","TOT","USD","A","2012",76.744244,
"NOR","GDPHRWKD","TOT","USD","A","2013",77.283705,
"NOR","GDPHRWKD","TOT","USD","A","2014",77.73914,
"NOR","GDPHRWKD","TOT","USD","A","2015",78.825982,
"NOR","GDPHRWKD","TOT","USD","A","2016",79.417689,
"NOR","GDPHRWKD","TOT","USD","A","2017",80.764963,
"POL","GDPHRWKD","TOT","USD","A","1993",12.154878,
"POL","GDPHRWKD","TOT","USD","A","1994",12.917748,
"POL","GDPHRWKD","TOT","USD","A","1995",13.71048,
"POL","GDPHRWKD","TOT","USD","A","1996",14.367716,
"POL","GDPHRWKD","TOT","USD","A","1997",15.082294,
"POL","GDPHRWKD","TOT","USD","A","1998",15.59666,
"POL","GDPHRWKD","TOT","USD","A","1999",17.00479,
"POL","GDPHRWKD","TOT","USD","A","2000",18.050699,
"POL","GDPHRWKD","TOT","USD","A","2001",18.672367,
"POL","GDPHRWKD","TOT","USD","A","2002",19.695981,
"POL","GDPHRWKD","TOT","USD","A","2003",20.581374,
"POL","GDPHRWKD","TOT","USD","A","2004",21.392172,
"POL","GDPHRWKD","TOT","USD","A","2005",21.729415,
"POL","GDPHRWKD","TOT","USD","A","2006",22.344848,
"POL","GDPHRWKD","TOT","USD","A","2007",22.920526,
"POL","GDPHRWKD","TOT","USD","A","2008",23.108855,
"POL","GDPHRWKD","TOT","USD","A","2009",23.853842,
"POL","GDPHRWKD","TOT","USD","A","2010",25.452549,
"POL","GDPHRWKD","TOT","USD","A","2011",26.646768,
"POL","GDPHRWKD","TOT","USD","A","2012",27.11342,
"POL","GDPHRWKD","TOT","USD","A","2013",27.55983,
"POL","GDPHRWKD","TOT","USD","A","2014",27.900682,
"POL","GDPHRWKD","TOT","USD","A","2015",28.431129,
"POL","GDPHRWKD","TOT","USD","A","2016",29.117199,
"POL","GDPHRWKD","TOT","USD","A","2017",30.427687,
"PRT","GDPHRWKD","TOT","USD","A","1970",13.525452,
"PRT","GDPHRWKD","TOT","USD","A","1971",14.170477,
"PRT","GDPHRWKD","TOT","USD","A","1972",15.386605,
"PRT","GDPHRWKD","TOT","USD","A","1973",17.25217,
"PRT","GDPHRWKD","TOT","USD","A","1974",16.223089,
"PRT","GDPHRWKD","TOT","USD","A","1975",14.825612,
"PRT","GDPHRWKD","TOT","USD","A","1976",15.662567,
"PRT","GDPHRWKD","TOT","USD","A","1977",16.439953,
"PRT","GDPHRWKD","TOT","USD","A","1978",17.063403,
"PRT","GDPHRWKD","TOT","USD","A","1979",17.933844,
"PRT","GDPHRWKD","TOT","USD","A","1980",18.518886,
"PRT","GDPHRWKD","TOT","USD","A","1981",18.889041,
"PRT","GDPHRWKD","TOT","USD","A","1982",19.494134,
"PRT","GDPHRWKD","TOT","USD","A","1983",18.769966,
"PRT","GDPHRWKD","TOT","USD","A","1984",18.621435,
"PRT","GDPHRWKD","TOT","USD","A","1985",19.373353,
"PRT","GDPHRWKD","TOT","USD","A","1986",20.267129,
"PRT","GDPHRWKD","TOT","USD","A","1987",20.836381,
"PRT","GDPHRWKD","TOT","USD","A","1988",21.835023,
"PRT","GDPHRWKD","TOT","USD","A","1989",22.486835,
"PRT","GDPHRWKD","TOT","USD","A","1990",23.018801,
"PRT","GDPHRWKD","TOT","USD","A","1991",24.220914,
"PRT","GDPHRWKD","TOT","USD","A","1992",25.09079,
"PRT","GDPHRWKD","TOT","USD","A","1993",25.059938,
"PRT","GDPHRWKD","TOT","USD","A","1994",25.221282,
"PRT","GDPHRWKD","TOT","USD","A","1995",25.638449,
"PRT","GDPHRWKD","TOT","USD","A","1996",26.083585,
"PRT","GDPHRWKD","TOT","USD","A","1997",26.609837,
"PRT","GDPHRWKD","TOT","USD","A","1998",26.90071,
"PRT","GDPHRWKD","TOT","USD","A","1999",27.495493,
"PRT","GDPHRWKD","TOT","USD","A","2000",27.780473,
"PRT","GDPHRWKD","TOT","USD","A","2001",28.072813,
"PRT","GDPHRWKD","TOT","USD","A","2002",28.281744,
"PRT","GDPHRWKD","TOT","USD","A","2003",28.395082,
"PRT","GDPHRWKD","TOT","USD","A","2004",29.020098,
"PRT","GDPHRWKD","TOT","USD","A","2005",29.345642,
"PRT","GDPHRWKD","TOT","USD","A","2006",29.87134,
"PRT","GDPHRWKD","TOT","USD","A","2007",30.337465,
"PRT","GDPHRWKD","TOT","USD","A","2008",30.497077,
"PRT","GDPHRWKD","TOT","USD","A","2009",30.414472,
"PRT","GDPHRWKD","TOT","USD","A","2010",31.395306,
"PRT","GDPHRWKD","TOT","USD","A","2011",31.822438,
"PRT","GDPHRWKD","TOT","USD","A","2012",32.144232,
"PRT","GDPHRWKD","TOT","USD","A","2013",32.540998,
"PRT","GDPHRWKD","TOT","USD","A","2014",32.240009,
"PRT","GDPHRWKD","TOT","USD","A","2015",32.23818,
"PRT","GDPHRWKD","TOT","USD","A","2016",32.275713,
"PRT","GDPHRWKD","TOT","USD","A","2017",32.086938,
"SVK","GDPHRWKD","TOT","USD","A","1995",17.979701,
"SVK","GDPHRWKD","TOT","USD","A","1996",19.148011,
"SVK","GDPHRWKD","TOT","USD","A","1997",20.40537,
"SVK","GDPHRWKD","TOT","USD","A","1998",21.419809,
"SVK","GDPHRWKD","TOT","USD","A","1999",21.999365,
"SVK","GDPHRWKD","TOT","USD","A","2000",22.717118,
"SVK","GDPHRWKD","TOT","USD","A","2001",23.528854,
"SVK","GDPHRWKD","TOT","USD","A","2002",25.223701,
"SVK","GDPHRWKD","TOT","USD","A","2003",27.18149,
"SVK","GDPHRWKD","TOT","USD","A","2004",27.945491,
"SVK","GDPHRWKD","TOT","USD","A","2005",28.902075,
"SVK","GDPHRWKD","TOT","USD","A","2006",30.620063,
"SVK","GDPHRWKD","TOT","USD","A","2007",32.921437,
"SVK","GDPHRWKD","TOT","USD","A","2008",33.648452,
"SVK","GDPHRWKD","TOT","USD","A","2009",32.696482,
"SVK","GDPHRWKD","TOT","USD","A","2010",34.393339,
"SVK","GDPHRWKD","TOT","USD","A","2011",34.981769,
"SVK","GDPHRWKD","TOT","USD","A","2012",35.622322,
"SVK","GDPHRWKD","TOT","USD","A","2013",36.795095,
"SVK","GDPHRWKD","TOT","USD","A","2014",37.535863,
"SVK","GDPHRWKD","TOT","USD","A","2015",38.465708,
"SVK","GDPHRWKD","TOT","USD","A","2016",39.059314,
"SVK","GDPHRWKD","TOT","USD","A","2017",40.038157,
"ESP","GDPHRWKD","TOT","USD","A","1970",17.67962,
"ESP","GDPHRWKD","TOT","USD","A","1971",18.404304,
"ESP","GDPHRWKD","TOT","USD","A","1972",19.884797,
"ESP","GDPHRWKD","TOT","USD","A","1973",21.141085,
"ESP","GDPHRWKD","TOT","USD","A","1974",22.104786,
"ESP","GDPHRWKD","TOT","USD","A","1975",22.481151,
"ESP","GDPHRWKD","TOT","USD","A","1976",23.356586,
"ESP","GDPHRWKD","TOT","USD","A","1977",24.262421,
"ESP","GDPHRWKD","TOT","USD","A","1978",25.398593,
"ESP","GDPHRWKD","TOT","USD","A","1979",26.430828,
"ESP","GDPHRWKD","TOT","USD","A","1980",28.032597,
"ESP","GDPHRWKD","TOT","USD","A","1981",29.201526,
"ESP","GDPHRWKD","TOT","USD","A","1982",30.159789,
"ESP","GDPHRWKD","TOT","USD","A","1983",31.34134,
"ESP","GDPHRWKD","TOT","USD","A","1984",33.435147,
"ESP","GDPHRWKD","TOT","USD","A","1985",34.760574,
"ESP","GDPHRWKD","TOT","USD","A","1986",35.237621,
"ESP","GDPHRWKD","TOT","USD","A","1987",35.65349,
"ESP","GDPHRWKD","TOT","USD","A","1988",36.285259,
"ESP","GDPHRWKD","TOT","USD","A","1989",36.959437,
"ESP","GDPHRWKD","TOT","USD","A","1990",36.910731,
"ESP","GDPHRWKD","TOT","USD","A","1991",37.209665,
"ESP","GDPHRWKD","TOT","USD","A","1992",38.260309,
"ESP","GDPHRWKD","TOT","USD","A","1993",39.151126,
"ESP","GDPHRWKD","TOT","USD","A","1994",40.2978,
"ESP","GDPHRWKD","TOT","USD","A","1995",40.634839,
"ESP","GDPHRWKD","TOT","USD","A","1996",41.093971,
"ESP","GDPHRWKD","TOT","USD","A","1997",41.020223,
"ESP","GDPHRWKD","TOT","USD","A","1998",40.791417,
"ESP","GDPHRWKD","TOT","USD","A","1999",40.647571,
"ESP","GDPHRWKD","TOT","USD","A","2000",40.848285,
"ESP","GDPHRWKD","TOT","USD","A","2001",40.88391,
"ESP","GDPHRWKD","TOT","USD","A","2002",40.954988,
"ESP","GDPHRWKD","TOT","USD","A","2003",41.100276,
"ESP","GDPHRWKD","TOT","USD","A","2004",41.201972,
"ESP","GDPHRWKD","TOT","USD","A","2005",41.355523,
"ESP","GDPHRWKD","TOT","USD","A","2006",41.596473,
"ESP","GDPHRWKD","TOT","USD","A","2007",42.092498,
"ESP","GDPHRWKD","TOT","USD","A","2008",42.259847,
"ESP","GDPHRWKD","TOT","USD","A","2009",43.296057,
"ESP","GDPHRWKD","TOT","USD","A","2010",44.306944,
"ESP","GDPHRWKD","TOT","USD","A","2011",44.939524,
"ESP","GDPHRWKD","TOT","USD","A","2012",45.837315,
"ESP","GDPHRWKD","TOT","USD","A","2013",46.477346,
"ESP","GDPHRWKD","TOT","USD","A","2014",46.626747,
"ESP","GDPHRWKD","TOT","USD","A","2015",46.857153,
"ESP","GDPHRWKD","TOT","USD","A","2016",47.081596,
"ESP","GDPHRWKD","TOT","USD","A","2017",47.595965,
"SWE","GDPHRWKD","TOT","USD","A","1970",24.918901,
"SWE","GDPHRWKD","TOT","USD","A","1971",25.678228,
"SWE","GDPHRWKD","TOT","USD","A","1972",26.811724,
"SWE","GDPHRWKD","TOT","USD","A","1973",28.042012,
"SWE","GDPHRWKD","TOT","USD","A","1974",28.708181,
"SWE","GDPHRWKD","TOT","USD","A","1975",29.304937,
"SWE","GDPHRWKD","TOT","USD","A","1976",29.293814,
"SWE","GDPHRWKD","TOT","USD","A","1977",29.372797,
"SWE","GDPHRWKD","TOT","USD","A","1978",30.486247,
"SWE","GDPHRWKD","TOT","USD","A","1979",31.476505,
"SWE","GDPHRWKD","TOT","USD","A","1980",31.570831,
"SWE","GDPHRWKD","TOT","USD","A","1981",31.840052,
"SWE","GDPHRWKD","TOT","USD","A","1982",31.99851,
"SWE","GDPHRWKD","TOT","USD","A","1983",32.335038,
"SWE","GDPHRWKD","TOT","USD","A","1984",33.376853,
"SWE","GDPHRWKD","TOT","USD","A","1985",33.66147,
"SWE","GDPHRWKD","TOT","USD","A","1986",34.399711,
"SWE","GDPHRWKD","TOT","USD","A","1987",35.04088,
"SWE","GDPHRWKD","TOT","USD","A","1988",35.007515,
"SWE","GDPHRWKD","TOT","USD","A","1989",35.446423,
"SWE","GDPHRWKD","TOT","USD","A","1990",35.470697,
"SWE","GDPHRWKD","TOT","USD","A","1991",35.902715,
"SWE","GDPHRWKD","TOT","USD","A","1992",36.721764,
"SWE","GDPHRWKD","TOT","USD","A","1993",37.54045,
"SWE","GDPHRWKD","TOT","USD","A","1994",38.527938,
"SWE","GDPHRWKD","TOT","USD","A","1995",39.31494,
"SWE","GDPHRWKD","TOT","USD","A","1996",39.924703,
"SWE","GDPHRWKD","TOT","USD","A","1997",41.499257,
"SWE","GDPHRWKD","TOT","USD","A","1998",42.584015,
"SWE","GDPHRWKD","TOT","USD","A","1999",43.35756,
"SWE","GDPHRWKD","TOT","USD","A","2000",44.942082,
"SWE","GDPHRWKD","TOT","USD","A","2001",45.368029,
"SWE","GDPHRWKD","TOT","USD","A","2002",46.964612,
"SWE","GDPHRWKD","TOT","USD","A","2003",48.758254,
"SWE","GDPHRWKD","TOT","USD","A","2004",50.456138,
"SWE","GDPHRWKD","TOT","USD","A","2005",51.754542,
"SWE","GDPHRWKD","TOT","USD","A","2006",53.48155,
"SWE","GDPHRWKD","TOT","USD","A","2007",53.642559,
"SWE","GDPHRWKD","TOT","USD","A","2008",52.691442,
"SWE","GDPHRWKD","TOT","USD","A","2009",51.437116,
"SWE","GDPHRWKD","TOT","USD","A","2010",53.145142,
"SWE","GDPHRWKD","TOT","USD","A","2011",53.511278,
"SWE","GDPHRWKD","TOT","USD","A","2012",53.424634,
"SWE","GDPHRWKD","TOT","USD","A","2013",53.893783,
"SWE","GDPHRWKD","TOT","USD","A","2014",54.506474,
"SWE","GDPHRWKD","TOT","USD","A","2015",56.083941,
"SWE","GDPHRWKD","TOT","USD","A","2016",56.115543,
"SWE","GDPHRWKD","TOT","USD","A","2017",56.457311,
"CHE","GDPHRWKD","TOT","USD","A","1970",34.279904,
"CHE","GDPHRWKD","TOT","USD","A","1971",35.229734,
"CHE","GDPHRWKD","TOT","USD","A","1972",36.290763,
"CHE","GDPHRWKD","TOT","USD","A","1973",37.542039,
"CHE","GDPHRWKD","TOT","USD","A","1974",38.695241,
"CHE","GDPHRWKD","TOT","USD","A","1975",37.852619,
"CHE","GDPHRWKD","TOT","USD","A","1976",38.503826,
"CHE","GDPHRWKD","TOT","USD","A","1977",39.830432,
"CHE","GDPHRWKD","TOT","USD","A","1978",39.907662,
"CHE","GDPHRWKD","TOT","USD","A","1979",40.748184,
"CHE","GDPHRWKD","TOT","USD","A","1980",41.996606,
"CHE","GDPHRWKD","TOT","USD","A","1981",42.138145,
"CHE","GDPHRWKD","TOT","USD","A","1982",41.635302,
"CHE","GDPHRWKD","TOT","USD","A","1983",42.249323,
"CHE","GDPHRWKD","TOT","USD","A","1984",43.568468,
"CHE","GDPHRWKD","TOT","USD","A","1985",44.43805,
"CHE","GDPHRWKD","TOT","USD","A","1986",44.47572,
"CHE","GDPHRWKD","TOT","USD","A","1987",44.126889,
"CHE","GDPHRWKD","TOT","USD","A","1988",44.430405,
"CHE","GDPHRWKD","TOT","USD","A","1989",45.537189,
"CHE","GDPHRWKD","TOT","USD","A","1990",46.016853,
"CHE","GDPHRWKD","TOT","USD","A","1991",44.841525,
"CHE","GDPHRWKD","TOT","USD","A","1992",45.238375,
"CHE","GDPHRWKD","TOT","USD","A","1993",45.652624,
"CHE","GDPHRWKD","TOT","USD","A","1994",45.972355,
"CHE","GDPHRWKD","TOT","USD","A","1995",46.792494,
"CHE","GDPHRWKD","TOT","USD","A","1996",47.827164,
"CHE","GDPHRWKD","TOT","USD","A","1997",49.291414,
"CHE","GDPHRWKD","TOT","USD","A","1998",49.861425,
"CHE","GDPHRWKD","TOT","USD","A","1999",49.656612,
"CHE","GDPHRWKD","TOT","USD","A","2000",51.251176,
"CHE","GDPHRWKD","TOT","USD","A","2001",52.292185,
"CHE","GDPHRWKD","TOT","USD","A","2002",52.685601,
"CHE","GDPHRWKD","TOT","USD","A","2003",52.473069,
"CHE","GDPHRWKD","TOT","USD","A","2004",52.816202,
"CHE","GDPHRWKD","TOT","USD","A","2005",54.225456,
"CHE","GDPHRWKD","TOT","USD","A","2006",55.53904,
"CHE","GDPHRWKD","TOT","USD","A","2007",56.717615,
"CHE","GDPHRWKD","TOT","USD","A","2008",56.906122,
"CHE","GDPHRWKD","TOT","USD","A","2009",55.673233,
"CHE","GDPHRWKD","TOT","USD","A","2010",57.122448,
"CHE","GDPHRWKD","TOT","USD","A","2011",56.821677,
"CHE","GDPHRWKD","TOT","USD","A","2012",56.972905,
"CHE","GDPHRWKD","TOT","USD","A","2013",58.040691,
"CHE","GDPHRWKD","TOT","USD","A","2014",58.648196,
"CHE","GDPHRWKD","TOT","USD","A","2015",58.023895,
"CHE","GDPHRWKD","TOT","USD","A","2016",58.11739,
"CHE","GDPHRWKD","TOT","USD","A","2017",59.292221,
"TUR","GDPHRWKD","TOT","USD","A","1970",9.86852,
"TUR","GDPHRWKD","TOT","USD","A","1971",10.287543,
"TUR","GDPHRWKD","TOT","USD","A","1972",10.796949,
"TUR","GDPHRWKD","TOT","USD","A","1973",10.991889,
"TUR","GDPHRWKD","TOT","USD","A","1974",11.406339,
"TUR","GDPHRWKD","TOT","USD","A","1975",12.171886,
"TUR","GDPHRWKD","TOT","USD","A","1976",13.366488,
"TUR","GDPHRWKD","TOT","USD","A","1977",13.505821,
"TUR","GDPHRWKD","TOT","USD","A","1978",13.639335,
"TUR","GDPHRWKD","TOT","USD","A","1979",13.469152,
"TUR","GDPHRWKD","TOT","USD","A","1980",13.026345,
"TUR","GDPHRWKD","TOT","USD","A","1981",13.593435,
"TUR","GDPHRWKD","TOT","USD","A","1982",13.985347,
"TUR","GDPHRWKD","TOT","USD","A","1983",14.596643,
"TUR","GDPHRWKD","TOT","USD","A","1984",15.870366,
"TUR","GDPHRWKD","TOT","USD","A","1985",16.043015,
"TUR","GDPHRWKD","TOT","USD","A","1986",16.998364,
"TUR","GDPHRWKD","TOT","USD","A","1987",18.587886,
"TUR","GDPHRWKD","TOT","USD","A","1988",18.775655,
"TUR","GDPHRWKD","TOT","USD","A","1989",18.058473,
"TUR","GDPHRWKD","TOT","USD","A","1990",19.412755,
"TUR","GDPHRWKD","TOT","USD","A","1991",18.809701,
"TUR","GDPHRWKD","TOT","USD","A","1992",19.482245,
"TUR","GDPHRWKD","TOT","USD","A","1993",21.881841,
"TUR","GDPHRWKD","TOT","USD","A","1994",19.483746,
"TUR","GDPHRWKD","TOT","USD","A","1995",20.418661,
"TUR","GDPHRWKD","TOT","USD","A","1996",21.057116,
"TUR","GDPHRWKD","TOT","USD","A","1997",22.799698,
"TUR","GDPHRWKD","TOT","USD","A","1998",22.826129,
"TUR","GDPHRWKD","TOT","USD","A","1999",21.325308,
"TUR","GDPHRWKD","TOT","USD","A","2000",23.078421,
"TUR","GDPHRWKD","TOT","USD","A","2001",21.653889,
"TUR","GDPHRWKD","TOT","USD","A","2002",23.104794,
"TUR","GDPHRWKD","TOT","USD","A","2003",24.593543,
"TUR","GDPHRWKD","TOT","USD","A","2004",26.803975,
"TUR","GDPHRWKD","TOT","USD","A","2005",28.335063,
"TUR","GDPHRWKD","TOT","USD","A","2006",29.711786,
"TUR","GDPHRWKD","TOT","USD","A","2007",31.286651,
"TUR","GDPHRWKD","TOT","USD","A","2008",31.192168,
"TUR","GDPHRWKD","TOT","USD","A","2009",29.942951,
"TUR","GDPHRWKD","TOT","USD","A","2010",30.714493,
"TUR","GDPHRWKD","TOT","USD","A","2011",32.374313,
"TUR","GDPHRWKD","TOT","USD","A","2012",33.055637,
"TUR","GDPHRWKD","TOT","USD","A","2013",35.290176,
"TUR","GDPHRWKD","TOT","USD","A","2014",35.299954,"E"
"TUR","GDPHRWKD","TOT","USD","A","2015",36.435682,"E"
"TUR","GDPHRWKD","TOT","USD","A","2016",36.794668,"E"
"GBR","GDPHRWKD","TOT","USD","A","1970",19.038967,
"GBR","GDPHRWKD","TOT","USD","A","1971",20.276826,
"GBR","GDPHRWKD","TOT","USD","A","1972",21.471384,
"GBR","GDPHRWKD","TOT","USD","A","1973",21.859173,
"GBR","GDPHRWKD","TOT","USD","A","1974",21.706649,
"GBR","GDPHRWKD","TOT","USD","A","1975",21.525121,
"GBR","GDPHRWKD","TOT","USD","A","1976",22.486777,
"GBR","GDPHRWKD","TOT","USD","A","1977",23.252317,
"GBR","GDPHRWKD","TOT","USD","A","1978",24.367034,
"GBR","GDPHRWKD","TOT","USD","A","1979",25.132782,
"GBR","GDPHRWKD","TOT","USD","A","1980",25.373931,
"GBR","GDPHRWKD","TOT","USD","A","1981",26.89626,
"GBR","GDPHRWKD","TOT","USD","A","1982",27.701138,
"GBR","GDPHRWKD","TOT","USD","A","1983",29.163625,
"GBR","GDPHRWKD","TOT","USD","A","1984",28.900987,
"GBR","GDPHRWKD","TOT","USD","A","1985",29.242234,
"GBR","GDPHRWKD","TOT","USD","A","1986",30.004897,
"GBR","GDPHRWKD","TOT","USD","A","1987",31.089305,
"GBR","GDPHRWKD","TOT","USD","A","1988",31.032034,
"GBR","GDPHRWKD","TOT","USD","A","1989",31.157898,
"GBR","GDPHRWKD","TOT","USD","A","1990",31.506903,
"GBR","GDPHRWKD","TOT","USD","A","1991",32.14775,
"GBR","GDPHRWKD","TOT","USD","A","1992",33.672592,
"GBR","GDPHRWKD","TOT","USD","A","1993",34.906613,
"GBR","GDPHRWKD","TOT","USD","A","1994",35.769769,
"GBR","GDPHRWKD","TOT","USD","A","1995",36.671875,
"GBR","GDPHRWKD","TOT","USD","A","1996",37.203164,
"GBR","GDPHRWKD","TOT","USD","A","1997",38.62929,
"GBR","GDPHRWKD","TOT","USD","A","1998",39.163926,
"GBR","GDPHRWKD","TOT","USD","A","1999",40.059198,
"GBR","GDPHRWKD","TOT","USD","A","2000",41.281366,
"GBR","GDPHRWKD","TOT","USD","A","2001",42.113949,
"GBR","GDPHRWKD","TOT","USD","A","2002",43.25086,
"GBR","GDPHRWKD","TOT","USD","A","2003",44.571302,
"GBR","GDPHRWKD","TOT","USD","A","2004",45.522162,
"GBR","GDPHRWKD","TOT","USD","A","2005",45.946478,
"GBR","GDPHRWKD","TOT","USD","A","2006",46.810136,
"GBR","GDPHRWKD","TOT","USD","A","2007",47.551992,
"GBR","GDPHRWKD","TOT","USD","A","2008",47.607489,
"GBR","GDPHRWKD","TOT","USD","A","2009",46.484958,
"GBR","GDPHRWKD","TOT","USD","A","2010",47.489572,
"GBR","GDPHRWKD","TOT","USD","A","2011",47.639726,
"GBR","GDPHRWKD","TOT","USD","A","2012",47.389039,
"GBR","GDPHRWKD","TOT","USD","A","2013",47.508299,
"GBR","GDPHRWKD","TOT","USD","A","2014",47.587039,
"GBR","GDPHRWKD","TOT","USD","A","2015",48.38328,
"GBR","GDPHRWKD","TOT","USD","A","2016",48.117004,
"GBR","GDPHRWKD","TOT","USD","A","2017",48.487754,
"USA","GDPHRWKD","TOT","USD","A","1970",30.926329,
"USA","GDPHRWKD","TOT","USD","A","1971",32.086097,
"USA","GDPHRWKD","TOT","USD","A","1972",32.866495,
"USA","GDPHRWKD","TOT","USD","A","1973",33.646588,
"USA","GDPHRWKD","TOT","USD","A","1974",33.343036,
"USA","GDPHRWKD","TOT","USD","A","1975",34.255882,
"USA","GDPHRWKD","TOT","USD","A","1976",35.085811,
"USA","GDPHRWKD","TOT","USD","A","1977",35.460161,
"USA","GDPHRWKD","TOT","USD","A","1978",35.741011,
"USA","GDPHRWKD","TOT","USD","A","1979",35.901084,
"USA","GDPHRWKD","TOT","USD","A","1980",35.908347,
"USA","GDPHRWKD","TOT","USD","A","1981",36.741331,
"USA","GDPHRWKD","TOT","USD","A","1982",36.623294,
"USA","GDPHRWKD","TOT","USD","A","1983",37.62544,
"USA","GDPHRWKD","TOT","USD","A","1984",38.409825,
"USA","GDPHRWKD","TOT","USD","A","1985",39.116164,
"USA","GDPHRWKD","TOT","USD","A","1986",40.000985,
"USA","GDPHRWKD","TOT","USD","A","1987",40.291801,
"USA","GDPHRWKD","TOT","USD","A","1988",40.757601,
"USA","GDPHRWKD","TOT","USD","A","1989",41.116686,
"USA","GDPHRWKD","TOT","USD","A","1990",41.820755,
"USA","GDPHRWKD","TOT","USD","A","1991",42.368654,
"USA","GDPHRWKD","TOT","USD","A","1992",43.824116,
"USA","GDPHRWKD","TOT","USD","A","1993",43.991425,
"USA","GDPHRWKD","TOT","USD","A","1994",44.3641,
"USA","GDPHRWKD","TOT","USD","A","1995",44.461742,
"USA","GDPHRWKD","TOT","USD","A","1996",45.567061,
"USA","GDPHRWKD","TOT","USD","A","1997",46.227584,
"USA","GDPHRWKD","TOT","USD","A","1998",47.26758,
"USA","GDPHRWKD","TOT","USD","A","1999",48.644678,
"USA","GDPHRWKD","TOT","USD","A","2000",50.004825,
"USA","GDPHRWKD","TOT","USD","A","2001",51.124102,
"USA","GDPHRWKD","TOT","USD","A","2002",52.565227,
"USA","GDPHRWKD","TOT","USD","A","2003",54.182554,
"USA","GDPHRWKD","TOT","USD","A","2004",55.592144,
"USA","GDPHRWKD","TOT","USD","A","2005",56.777213,
"USA","GDPHRWKD","TOT","USD","A","2006",57.338788,
"USA","GDPHRWKD","TOT","USD","A","2007",57.959629,
"USA","GDPHRWKD","TOT","USD","A","2008",58.494041,
"USA","GDPHRWKD","TOT","USD","A","2009",60.334745,
"USA","GDPHRWKD","TOT","USD","A","2010",62.039842,
"USA","GDPHRWKD","TOT","USD","A","2011",62.138754,
"USA","GDPHRWKD","TOT","USD","A","2012",62.302291,
"USA","GDPHRWKD","TOT","USD","A","2013",62.541598,
"USA","GDPHRWKD","TOT","USD","A","2014",62.818202,
"USA","GDPHRWKD","TOT","USD","A","2015",63.287362,
"USA","GDPHRWKD","TOT","USD","A","2016",63.454668,
"CHL","GDPHRWKD","TOT","USD","A","1986",9.27427,
"CHL","GDPHRWKD","TOT","USD","A","1987",9.502773,
"CHL","GDPHRWKD","TOT","USD","A","1988",9.600095,
"CHL","GDPHRWKD","TOT","USD","A","1989",10.051923,
"CHL","GDPHRWKD","TOT","USD","A","1990",10.187231,
"CHL","GDPHRWKD","TOT","USD","A","1991",10.827364,
"CHL","GDPHRWKD","TOT","USD","A","1992",11.609027,
"CHL","GDPHRWKD","TOT","USD","A","1993",11.860002,
"CHL","GDPHRWKD","TOT","USD","A","1994",12.571797,
"CHL","GDPHRWKD","TOT","USD","A","1995",13.893746,
"CHL","GDPHRWKD","TOT","USD","A","1996",14.868234,
"CHL","GDPHRWKD","TOT","USD","A","1997",16.020399,
"CHL","GDPHRWKD","TOT","USD","A","1998",16.054789,
"CHL","GDPHRWKD","TOT","USD","A","1999",16.334013,
"CHL","GDPHRWKD","TOT","USD","A","2000",17.01283,
"CHL","GDPHRWKD","TOT","USD","A","2001",17.538469,
"CHL","GDPHRWKD","TOT","USD","A","2002",17.694015,
"CHL","GDPHRWKD","TOT","USD","A","2003",17.842863,
"CHL","GDPHRWKD","TOT","USD","A","2004",18.678768,
"CHL","GDPHRWKD","TOT","USD","A","2005",19.675659,
"CHL","GDPHRWKD","TOT","USD","A","2006",20.486401,
"CHL","GDPHRWKD","TOT","USD","A","2007",21.276217,
"CHL","GDPHRWKD","TOT","USD","A","2008",21.744968,
"CHL","GDPHRWKD","TOT","USD","A","2009",21.764181,
"CHL","GDPHRWKD","TOT","USD","A","2010",21.028607,
"CHL","GDPHRWKD","TOT","USD","A","2011",21.489956,
"CHL","GDPHRWKD","TOT","USD","A","2012",22.473788,
"CHL","GDPHRWKD","TOT","USD","A","2013",23.003083,
"CHL","GDPHRWKD","TOT","USD","A","2014",23.352969,
"CHL","GDPHRWKD","TOT","USD","A","2015",23.544261,
"CHL","GDPHRWKD","TOT","USD","A","2016",23.753766,
